1516,0000000002,q=%40BrianB4Congress
1301,0000000002,q=%40mayforcongress
906,0000000002,q=%40repbrianhiggins
749,0000000002,q=%40chelliepingree
366,0000000002,q=%40chriscoons
747,0000000002,q=%40billcassidy
739,0000000002,q=%40repguthrie
1449,0000000002,q=%40CPerkins2012
1437,0000000002,q=%40AllenVA_Press
1454,0000000002,q=%40jaredhuffman
1455,0000000002,q=%40KimVannCongress
1328,0000000002,q=%40TonyForiest
1460,0000000002,q=%40greggimus
861,0000000002,q=%40rushholt
901,0000000002,q=%40reprichardhanna
1351,0000000002,q=%40BillAdkinsKY
876,0000000002,q=%40repjerrynadler
1403,0000000002,q=%40kevincramer
775,0000000002,q=%40mikecapuano
770,0000000002,q=%40ntsongas
416,0000000002,q=%40mccaskilloffice
1970,0000000002,q=%40Jett4congress
1413,0000000002,q=%40SummersforMaine
1999,0000000002,q=%40GaryAubuchon
1317,0000000002,q=%40joycesegers2012
368,0000000002,q=%40marcorubio
915,0000000002,q=%40virginiafoxx
357,0000000002,q=%40senfeinstein
1243,0000000002,q=%40BobbyLRushMC
1483,0000000002,q=%40TonyStrickland
405,0000000002,q=%40senatorbarb
1349,0000000002,q=%40Wicker4congress
719,0000000002,q=%40repandrecarson
404,0000000002,q=%40bencardinforMD
1241,0000000002,q=%40cobbywilliams
1401,0000000002,q=%40johnarvanites12
1503,0000000002,q=%40MarkTakano
844,0000000002,q=%40heck4nevada
1330,0000000002,q=%40RichHudson
1505,0000000002,q=%40janicehahn
920,0000000002,q=%40mikemcintyrenc
825,0000000002,q=%40repcarnahan
1908,0000000002,q=%40obrien4congress
838,0000000002,q=%40repadriansmith
1500,0000000001,q=%40EdRRoyce
507,0000000001,q=%40reptrentfranks
1992,0000000001,q=%40adamsforcongres
401,0000000001,q=%40senatorsnowe
2115,0000000001,q=%23summerolympics
105,0000000001,q=%23RNC2012
1989,0000000001,q=%40MarkOxner
65,0000000001,q=%40Joe_Biden
1976,0000000001,q=%40wearewideawake
514,0000000001,q=%40repraulgrijalva
395,0000000001,q=%40randpaulsenate
2128,0000000001,q=%23obamabiden2012
1973,0000000001,q=%40tedyoho
51,0000000001,q=%40RepRonPaul
57,0000000001,q=%40Jon2012Girls
2124,0000000001,q=%40timpawlenty
2131,0000000001,q=%40timpawlenty
398,0000000001,q=%40senlandrieu
59,0000000001,q=%40Jon2012HQ
1836,0000000001,q=%40votestevereilly
28,0000000001,q=%23Campaign2012
